Địa chỉ,Quận,Huyện,Loại hình nhà ở,Giấy tờ pháp lý,Số tầng,Số phòng ngủ,Diện tích,Giá (triệu đồng/m2),Tỉnh/Thành phố,,
"Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Không rõ,1,5,46,86.96,Hà Nội,,
"Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Nghĩa Đô,"Nhà ngõ, hẻm",Không rõ,1,4,55,130.91,Hà Nội,,
"Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,1,1,34,47.06,Hà Nội,,
"Phường Khương Mai, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Mai,"Nhà ngõ, hẻm",Không rõ,1,4,41,87.8,Hà Nội,,
"Phường Phú Thượng, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Phường Phú Thượng,Nhà biệt thự,Đã có sổ,4,5,108,127.78,Hà Nội,,
"Phường Quỳnh Lôi, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Quỳnh Lôi,"Nhà ngõ, hẻm",Đã có sổ,1,5,51,60.78,Hà Nội,,
"Phường Đống Mác, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Đống Mác,"Nhà ngõ, hẻm",Đã có sổ,4,4,40,70,Hà Nội,,
"Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Ngã Tư Sở,"Nhà ngõ, hẻm",Đã có sổ,1,3,24,104.17,Hà Nội,,
"Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Cổ Nhuế 1,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,48,62.5,Hà Nội,,
"Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Hạ Đình,"Nhà mặt phố, mặt tiền",Không rõ,1,3,51,64.71,Hà Nội,,
"Phường Khương Mai, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Mai,"Nhà ngõ, hẻm",Không rõ,1,6,36,86.11,Hà Nội,,
"Phường Đại Kim, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Đại Kim,"Nhà ngõ, hẻm",Đã có sổ,4,3,43,59.3,Hà Nội,,
"Phường Yên Phụ, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Phường Yên Phụ,"Nhà ngõ, hẻm",Không rõ,1,4,36,77.78,Hà Nội,,
"Phường Bưởi, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Phường Bưởi,"Nhà ngõ, hẻm",Không rõ,1,3,35,77.14,Hà Nội,,
"Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà mặt phố, mặt tiền",Đã có sổ,5,3,30,183.33,Hà Nội,,
"Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà ngõ, hẻm",Không rõ,1,3,29,75.86,Hà Nội,,
"Phường Đại Kim, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Đại Kim,"Nhà ngõ, hẻm",Đã có sổ,5,4,41,75.12,Hà Nội,,
"Xã Bình Phú, Huyện Thạch Thất, Hà Nội",Huyện Thạch Thất,Xã Bình Phú,"Nhà mặt phố, mặt tiền",Đã có sổ,1,1,134,24.63,Hà Nội,,
"Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Lĩnh Nam,"Nhà ngõ, hẻm",Giấy tờ khác,5,2,10,38,Hà Nội,,
"Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Mỹ Đình 1,"Nhà ngõ, hẻm",Đã có sổ,5,3,38,88.16,Hà Nội,,
"Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Mỹ Đình 1,"Nhà ngõ, hẻm",Không rõ,1,3,45,73.33,Hà Nội,,
"Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Dịch Vọng,"Nhà ngõ, hẻm",Đã có sổ,5,5,33,98.48,Hà Nội,,
"Phường Hà Cầu, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Hà Cầu,"Nhà ngõ, hẻm",Đã có sổ,1,4,37,78.38,Hà Nội,,
"Phường Láng Thượng, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Láng Thượng,"Nhà ngõ, hẻm",Không rõ,1,3,34,111.76,Hà Nội,,
"Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà ngõ, hẻm",Không rõ,1,6,70,65,Hà Nội,,
"Xã Thanh Liệt, Huyện Thanh Trì, Hà Nội",Huyện Thanh Trì,Xã Thanh Liệt,"Nhà ngõ, hẻm",Đã có sổ,4,5,60,71.67,Hà Nội,,
"Xã Tả Thanh Oai, Huyện Thanh Trì, Hà Nội",Huyện Thanh Trì,Xã Tả Thanh Oai,"Nhà ngõ, hẻm",Đã có sổ,1,5,37,67.57,Hà Nội,,
"Phường Tràng Tiền, Quận Hoàn Kiếm, Hà Nội",Quận Hoàn Kiếm,Phường Tràng Tiền,"Nhà ngõ, hẻm",Đã có sổ,1,3,18,161.11,Hà Nội,,
"Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Bách Khoa,"Nhà ngõ, hẻm",Đã có sổ,1,4,65,120,Hà Nội,,
"Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Thượng Đình,"Nhà ngõ, hẻm",Không rõ,1,2,12,57.33,Hà Nội,,
"Phường Kim Liên, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Kim Liên,"Nhà ngõ, hẻm",Không rõ,1,6,40,95,Hà Nội,,
"Phường Trung Liệt, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,6,8,42,175,Hà Nội,,
"Phường Tân Mai, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Tân Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,60,129.82,Hà Nội,,
"Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Ngã Tư Sở,"Nhà ngõ, hẻm",Đã có sổ,5,3,38,78.95,Hà Nội,,
"Phường Ngọc Thụy, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Ngọc Thụy,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,43,69.77,Hà Nội,,
"Phường Đức Giang, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Đức Giang,"Nhà ngõ, hẻm",Đã có sổ,4,4,30,93.33,Hà Nội,,
"Phường Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Lê Đại Hành,"Nhà ngõ, hẻm",Đã có sổ,1,4,38,67.11,Hà Nội,,
"Phường Phú Đô, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Phú Đô,"Nhà ngõ, hẻm",Đã có sổ,4,3,20,145,Hà Nội,,
"Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,1,3,26,84.62,Hà Nội,,
"Phường Gia Thụy, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Gia Thụy,"Nhà ngõ, hẻm",Không rõ,1,4,54,79.63,Hà Nội,,
"Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,4,4,40,77.5,Hà Nội,,
"Phường Văn Miếu, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Văn Miếu,"Nhà ngõ, hẻm",Đã có sổ,1,3,35,85.71,Hà Nội,,
"Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,1,4,41,103.66,Hà Nội,,
"Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Hoàng Văn Thụ,"Nhà ngõ, hẻm",Đã có sổ,1,4,42,70.24,Hà Nội,,
"Phường Kim Liên, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Kim Liên,"Nhà ngõ, hẻm",Không rõ,1,3,41,125.61,Hà Nội,,
"Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",Không rõ,1,10,55,118.18,Hà Nội,,
"Xã Đông Mỹ, Huyện Thanh Trì, Hà Nội",Huyện Thanh Trì,Xã Đông Mỹ,"Nhà ngõ, hẻm",Đã có sổ,1,1,46,26.09,Hà Nội,,
"Phường Liễu Giai, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Liễu Giai,"Nhà ngõ, hẻm",Đã có sổ,1,6,66,180.3,Hà Nội,,
"Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Dịch Vọng,"Nhà ngõ, hẻm",Đã có sổ,4,5,40,92.5,Hà Nội,,
"Phường Quốc Tử Giám, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Quốc Tử Giám,"Nhà ngõ, hẻm",Đã có sổ,1,3,25,78,Hà Nội,,
"Xã Bình Phú, Huyện Thạch Thất, Hà Nội",Huyện Thạch Thất,Xã Bình Phú,"Nhà mặt phố, mặt tiền",Đã có sổ,1,6,320,25,Hà Nội,,
"Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,1,3,39,70.51,Hà Nội,,
"Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Không rõ,1,4,69,89.86,Hà Nội,,
"Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Dịch Vọng Hậu,"Nhà mặt phố, mặt tiền",Không rõ,1,4,48,135.42,Hà Nội,,
"Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,4,3,28,94.64,Hà Nội,,
"Xã Bình Phú, Huyện Thạch Thất, Hà Nội",Huyện Thạch Thất,Xã Bình Phú,"Nhà mặt phố, mặt tiền",Không rõ,1,1,135,24.44,Hà Nội,,
"Phường Khương Mai, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,5,4,42,80.95,Hà Nội,,
"Phường Phúc La, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phúc La,Nhà phố liền kề,Đã có sổ,4,3,50,95,Hà Nội,,
"Phường Láng Hạ, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,4,3,27,122.22,Hà Nội,,
"Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Mai Dịch,"Nhà mặt phố, mặt tiền",Đã có sổ,1,8,85,200,Hà Nội,,
"Phường Kim Liên, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Kim Liên,"Nhà ngõ, hẻm",Đã có sổ,5,6,40,95,Hà Nội,,
"Phường Định Công, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Định Công,"Nhà ngõ, hẻm",Đã có sổ,2,2,59,37.29,Hà Nội,,
"Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Dịch Vọng Hậu,"Nhà mặt phố, mặt tiền",Không rõ,1,5,70,130,Hà Nội,,
"Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,7,10,55,118.18,Hà Nội,,
"Phường Phương Liệt, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Phương Liệt,"Nhà ngõ, hẻm",Không rõ,1,3,45,88.89,Hà Nội,,
"Phường Kim Liên, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Kim Liên,"Nhà ngõ, hẻm",Không rõ,1,4,35,108.57,Hà Nội,,
"Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Mỹ Đình 2,"Nhà ngõ, hẻm",Không rõ,1,3,42,63.1,Hà Nội,,
"Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Nghĩa Tân,"Nhà mặt phố, mặt tiền",Đã có sổ,1,1,60,83.33,Hà Nội,,
"Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Đại Mỗ,"Nhà ngõ, hẻm",Đã có sổ,4,3,30,80.67,Hà Nội,,
"Phường Khương Trung, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,4,2,35,74.29,Hà Nội,,
"Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Hoàng Văn Thụ,"Nhà ngõ, hẻm",Đã có sổ,1,7,35,108.57,Hà Nội,,
"Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,5,3,40,67.5,Hà Nội,,
"Phường Kiến Hưng, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Kiến Hưng,"Nhà ngõ, hẻm",Không rõ,3,3,30,53.33,Hà Nội,,
"Phường Trung Phụng, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Trung Phụng,"Nhà ngõ, hẻm",Đã có sổ,3,2,17,102.94,Hà Nội,,
"Phường Khương Thượng, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Khương Thượng,"Nhà ngõ, hẻm",Không rõ,1,3,35,97.14,Hà Nội,,
"Phường Nhật Tân, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Phường Nhật Tân,"Nhà mặt phố, mặt tiền",Không rõ,1,4,50,64,Hà Nội,,
"Phường Kim Giang, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Kim Giang,"Nhà ngõ, hẻm",Không rõ,1,8,39,87.18,Hà Nội,,
"Phường Khâm Thiên, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Khâm Thiên,"Nhà ngõ, hẻm",Đã có sổ,3,2,20,90,Hà Nội,,
"Phường Phương Canh, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Phương Canh,Nhà biệt thự,Không rõ,1,5,197,71.07,Hà Nội,,
"Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Hạ Đình,"Nhà ngõ, hẻm",Đã có sổ,1,4,51,80.39,Hà Nội,,
"Phường Đại Kim, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Đại Kim,"Nhà ngõ, hẻm",Không rõ,1,2,46,65.22,Hà Nội,,
"Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Thanh Nhàn,"Nhà ngõ, hẻm",Không rõ,1,3,40,75,Hà Nội,,
"Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Bạch Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,5,6,42,83.33,Hà Nội,,
"Phường Láng Hạ, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Láng Hạ,"Nhà mặt phố, mặt tiền",Đã có sổ,1,3,32,118.75,Hà Nội,,
"Phường Trung Liệt, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,2,2,18,122.22,Hà Nội,,
"Phường Trung Liệt, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Trung Liệt,"Nhà ngõ, hẻm",Không rõ,1,2,36,101.39,Hà Nội,,
"Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Thanh Nhàn,"Nhà ngõ, hẻm",Không rõ,1,4,55,72.73,Hà Nội,,
"Phường Tân Mai, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,3,3,65,46.15,Hà Nội,,
"Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Vĩnh Tuy,"Nhà ngõ, hẻm",Đã có sổ,1,5,36,91.67,Hà Nội,,
"Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Dịch Vọng,"Nhà ngõ, hẻm",Đã có sổ,5,5,45,171.11,Hà Nội,,
"Phường Khương Trung, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,1,3,70,92.86,Hà Nội,,
"Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Vĩnh Tuy,"Nhà ngõ, hẻm",Không rõ,1,3,32,106.25,Hà Nội,,
"Phường Khương Trung, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",Không rõ,1,3,35,114.29,Hà Nội,,
"Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Quan Hoa,"Nhà ngõ, hẻm",Đã có sổ,1,6,58,119.83,Hà Nội,,
"Xã Hữu Hoà, Huyện Thanh Trì, Hà Nội",Huyện Thanh Trì,Xã Hữu Hoà,"Nhà ngõ, hẻm",Không rõ,1,7,43,61.63,Hà Nội,,
"Phường Khương Trung, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,1,3,40,123.75,Hà Nội,,
"Phường Kim Liên, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Kim Liên,"Nhà ngõ, hẻm",Không rõ,1,6,40,90,Hà Nội,,
"Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Vĩnh Tuy,"Nhà ngõ, hẻm",Không rõ,1,6,32,106.25,Hà Nội,,
"Phường Hàng Bột, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Hàng Bột,"Nhà ngõ, hẻm",Đã có sổ,4,4,55,81.82,Hà Nội,,
"Phường Khương Mai, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,45,102.22,Hà Nội,,
"Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Không rõ,1,4,68,95.59,Hà Nội,,
"Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Mỹ Đình 1,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,51,76.47,Hà Nội,,
"Phường Bồ Đề, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Bồ Đề,"Nhà mặt phố, mặt tiền",Không rõ,1,3,35,71.43,Hà Nội,,
"Phường Kim Liên, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Kim Liên,"Nhà ngõ, hẻm",Không rõ,1,4,40,90,Hà Nội,,
"Phường Đội Cấn, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Đội Cấn,"Nhà ngõ, hẻm",Đã có sổ,4,4,36,72.22,Hà Nội,,
"Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà mặt phố, mặt tiền",Đã có sổ,5,6,35,121.43,Hà Nội,,
"Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Đồng Tâm,"Nhà ngõ, hẻm",Đã có sổ,1,3,40,57.5,Hà Nội,,
"Phường Nam Đồng, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Nam Đồng,"Nhà ngõ, hẻm",Đã có sổ,5,3,40,92.5,Hà Nội,,
"Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Dịch Vọng,"Nhà ngõ, hẻm",Đã có sổ,8,11,80,91.25,Hà Nội,,
"Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Nghĩa Đô,"Nhà ngõ, hẻm",Không rõ,1,3,35,82.86,Hà Nội,,
"Phường Ngọc Thụy, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Ngọc Thụy,"Nhà ngõ, hẻm",Không rõ,1,4,30,93.33,Hà Nội,,
"Phường Láng Thượng, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Láng Thượng,"Nhà ngõ, hẻm",Đã có sổ,6,4,58,100,Hà Nội,,
"Phường Khương Mai, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Mai,"Nhà ngõ, hẻm",Không rõ,1,4,62,95.16,Hà Nội,,
"Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Nghĩa Đô,"Nhà ngõ, hẻm",Đã có sổ,5,3,47,59.36,Hà Nội,,
"Phường Nhật Tân, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Phường Nhật Tân,Nhà biệt thự,Đã có sổ,3,5,162,126.54,Hà Nội,,
"Phường Hà Cầu, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Hà Cầu,"Nhà ngõ, hẻm",Đã có sổ,1,4,44,61.36,Hà Nội,,
"Phường Khương Mai, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,4,3,35,85.71,Hà Nội,,
"Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Mễ Trì,"Nhà ngõ, hẻm",Đã có sổ,5,4,45,84.44,Hà Nội,,
"Phường Nam Đồng, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Nam Đồng,"Nhà ngõ, hẻm",Đã có sổ,4,5,36,111.11,Hà Nội,,
"Thị trấn Trạm Trôi, Huyện Hoài Đức, Hà Nội",Huyện Hoài Đức,Thị trấn Trạm Trôi,Nhà biệt thự,Đang chờ sổ,1,6,106,45.75,Hà Nội,,
"Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Thượng Đình,"Nhà ngõ, hẻm",Không rõ,1,4,50,96,Hà Nội,,
"Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Thượng Đình,"Nhà ngõ, hẻm",Đã có sổ,5,3,33,87.88,Hà Nội,,
"Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Nghĩa Đô,Nhà phố liền kề,Không rõ,1,4,50,106,Hà Nội,,
"Phường Láng Hạ, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Láng Hạ,"Nhà mặt phố, mặt tiền",Đã có sổ,5,3,38,126.32,Hà Nội,,
"Phường Khương Trung, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,3,3,48,76.04,Hà Nội,,
"Phường Yên Sở, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Yên Sở,"Nhà ngõ, hẻm",Đã có sổ,1,4,34,61.76,Hà Nội,,
"Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Mỹ Đình 1,"Nhà ngõ, hẻm",Đã có sổ,4,4,50,70,Hà Nội,,
"Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Nghĩa Đô,"Nhà ngõ, hẻm",Đã có sổ,5,3,34,110.29,Hà Nội,,
"Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,5,6,46,86.96,Hà Nội,,
"Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà mặt phố, mặt tiền",Không rõ,1,4,45,160,Hà Nội,,
"Phường Phú Đô, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Phú Đô,"Nhà ngõ, hẻm",Đã có sổ,4,4,61,59.02,Hà Nội,,
"Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Đình,"Nhà mặt phố, mặt tiền",Đã có sổ,4,8,85,114.12,Hà Nội,,
"Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Bách Khoa,"Nhà mặt phố, mặt tiền",Không rõ,1,4,39,87.18,Hà Nội,,
"Phường Quỳnh Mai, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Quỳnh Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,1,2,35,91.43,Hà Nội,,
"Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Minh Khai,"Nhà ngõ, hẻm",Không rõ,1,3,22,86.36,Hà Nội,,
"Phường Ngọc Thụy, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Ngọc Thụy,"Nhà ngõ, hẻm",Đã có sổ,1,3,35,74.29,Hà Nội,,
"Phường Nguyễn Trãi, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Nguyễn Trãi,"Nhà ngõ, hẻm",Đã có sổ,1,2,37,72.97,Hà Nội,,
"Phường Khương Thượng, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Khương Thượng,"Nhà ngõ, hẻm",Không rõ,1,4,32,131.25,Hà Nội,,
"Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,1,3,32,49.38,Hà Nội,,
"Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Huyện Gia Lâm,Thị trấn Trâu Quỳ,"Nhà mặt phố, mặt tiền",Giấy tờ khác,4,5,90,61.11,Hà Nội,,
"Phường Phú Lương, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú Lương,"Nhà ngõ, hẻm",Đã có sổ,1,3,34,39.71,Hà Nội,,
