Mã căn / Mã căn hộ:,,title,Số phòng ngủ:,Tên phân khu/Lô/Block/Tháp:,Giấy tờ pháp lý:,Đặc điểm căn hộ:,Tình trạng bất động sản:,Mã lô:,Loại hình đất:,Diện tích:,Tầng số:,Tổng số tầng:,Chiều dài:,area,location,Chiều ngang:,Số phòng vệ sinh:,price,Hướng ban công:,Loại hình nhà ở:,Diện tích đất:,description,Giá/m2:,Tình trạng nội thất:,Diện tích sử dụng:,Hướng cửa chính:,Loại hình căn hộ:,Đặc điểm nhà/đất:,Loại hình văn phòng:
P401,,Căn hộ 2PN từ 55m2 Nha Trang cách biển 5 phút,2 phòng,Lô C,Đang chờ sổ,Căn góc,Đã bàn giao,72,Đất thổ cư,55 m²,4,4,40 m,- 55 m2,"Đường Trịnh Hoài Đức, Phường Vĩnh Hòa, Thành phố Nha Trang, Khánh Hòa",5 m,2 phòng,690 triệu- 55 m2,Bắc,"Nhà mặt phố, mặt tiền",200 m2,"Dự án: Paradise Plaza Nha Trang.
 Thông tin chi tiết: Cơ hội sở hữu căn hộ ngay vị trí đắc địa với 02 phòng ngủ chỉ 700 triệu
Cần sang nhượng lại căn hộ mới nhận bàn giao với diện tích hơn 55m2, gồm 2 phòng ngủ, 2 toilet, phòng khách, bếp rộng rải, ban công và đặc biệt có lô gia phơi đồ riêng biệt. 
Vị trí với nhiều tiện ích:
- Chung cư Paradise Plaza Nha Trang tọa lạc tại Khu đô thị Bắc Vĩnh Hải thuộc Phường Vĩnh Hòa, Tp. Nha Trang (Phía
- Cách biển 5 phút đi bộ, 7 phút đi xe máy từ chung cư sang trung tâm thành phố.
- Sát chung cư gồm trường: Mần non Vĩnh Hòa, mần non thực hành của CĐ sư phạm, Tiểu học Vĩnh Hòa, trường THC Lý Thái Tổ, trường THPT Hermen, Cao đẳng du lịch, UBND phường Vĩnh Hòa, Công an phường và y tế phường Vĩnh Hòa, bến xe phía Bắc...)
- Cách chợ Vĩnh Hải 1km
- Gần khu du lịch I resort, Hòn Chồng, Tháp Bà.....
- Có hồ bơi, phòng gym
- Chung cư chủ yếu là cán bộ nhà nước và khu đô thị là sĩ quan quân đội nên rất an ninh và yên tĩnh.
- Mua xong vào nội thất ở luôn không cần sửa gì thêm.
Giá sang nhượng lại dưới 690 triệu, mọi chi tiết xin liên hệ qua tin nhắn hoặc số điện thoại: 0946.349.983 (Mr Hải)
Cảm ơn đã đọc bài!","12,55 triệu/m²",Hoàn thiện cơ bản,144 m²,Nam,Chung cư,Mặt tiền,Mặt bằng kinh doanh
P401,,Cơ hội lãi X2 khi mua nhà 114.2m2 2tỷ752,2 phòng,Lô C,Đang chờ sổ,Căn góc,Đã bàn giao,72,Đất thổ cư,55 m²,4,4,40 m,- 114 m2,"Đường số 1, Xã Tân Ngãi, Thành phố Vĩnh Long, Vĩnh Long",5 m,3 phòng,"2,752 tỷ- 114 m2",Bắc,"Nhà mặt phố, mặt tiền",114 m²,"Chỉ còn căn đẹp
🖍 Vị trí tiềm năng ngay P. Tân Ngãi Tp Vĩnh Long, khu dân cư Vĩnh Long Village
🖍 Diện tích chuẩn 114 m2
🖍 Pháp lý: sổ đỏ riêng, công chứng sang tên nhanh gọn

🖍 Cơ sở hạ tầng phát triển & đang ngày càng hoàn thiện hơn

🖍 Cách vài bước chân là đa dạng các tiện ích, dịch vụ như chợ, quán ăn, cửa hàng, cây xăng, trường học,…

🖍 Khu vực sầm uất, giao thông đi lại thuận tiện, thích hợp mua đầu tư xây cho thuê, xây văn phòng công ty, văn phòng giao dịch, nhà ở

🖍 Sổ đỏ chính chủ, hỗ trợ vay vốn ngân hàng, gia lộc cho khách hàng thiện chí 

🖍 Giá ưu đãi 2752.000.000đ

🖍 Nhanh tay liên hệ #NT_LAnd để sở hữu ngay

🖍 Tôi vẫn nghĩ mua nhà là sự đầu tư tốt mà bất kỳ cá nhân nào có thể làm được

🖍 @đất_nền_gia_re @bds_vĩnh_long #NT_LAnd #Nhà_phố_Vĩnh_Long","24,14 triệu/m²",Hoàn thiện cơ bản,144 m²,Nam,Chung cư,Mặt tiền,Mặt bằng kinh doanh
P401,,1.5 tỷ sở hữu 38m2 đất nguyễn văn linh,2 phòng,Lô C,Đã có sổ,Căn góc,Đã bàn giao,72,Đất thổ cư,55 m²,4,4,40 m,- 38 m2,"Đường Nguyễn Văn Linh, Phường Sài Đồng, Quận Long Biên, Hà Nội",4 m,3 phòng,"1,5 tỷ- 38 m2",Bắc,"Nhà mặt phố, mặt tiền",38 m2,"1.5 tỷ sở hữu 38m2 đất nguyễn văn linh .Cách phố 20m ngõ thẳng và thông ngõ chước nhà 2.1m , Cách may 10 100m vị trí thuận tiện giá hợp lý , Khu vực dất hiếm đất bán
Chủ nhà thiện trí bán nhanh
LH e Dương Tư vấn và xem nhà miễn phí","39,47 triệu/m2",Hoàn thiện cơ bản,144 m²,Nam,Chung cư,Mặt tiền,Mặt bằng kinh doanh
P401,,Siêu Phẩm Tập Thể Ở Luôn! Nguyễn Chí Thanh,2 phòng,Lô C,Đã có sổ,Căn góc,Đã bàn giao,72,Đất thổ cư,65 m²,4,4,40 m,- 65 m2,"Đường Nguyễn Chí Thanh, Phường Thành Công, Quận Ba Đình, Hà Nội",4 m,1 phòng,"1,8 tỷ- 65 m2",Bắc,"Nhà mặt phố, mặt tiền",38 m2,"- Vị trí trung tâm Đắc Địa Quận Ba Đình.
- Giao thông kết nối các tuyến đường chính: Nguyên Hồng, Láng Hạ, Đê la Thành, Nguyễn Chí Thanh…
- Xung quanh gần trường học các cấp mầm non, cấp 1 ,2 Thành Công, chợ lớn, Hồ Thành Công, Đại Học Luật, ĐH Văn Hóa...
- Căn hộ cách mặt đường Ô tô tránh 10m, xung quanh nhà cực kỳ thoáng mát, bãi gửi xe ô tô, xe máy ngay gần nhà.Chỉ vài bước đến Hồ Thành Công lộng gió.
- Căn Hộ được thiết kế hiện đại chắc chắn cực thoáng mát, Đầy đủ nội thất cao cấp, khách chỉ xách vali đến và ở luôn.
- Đầy đủ công năng cho 1 gia đình trẻ mới cưới hoặc có con nhỏ. Khu vực an ninh đảm bảo, hàng xóm thân thiện
- Sổ đỏ chính chủ pháp lý rõ ràng.
- Miễn Môi Giới, Trung Gian…
- Giá : 1,8 tỷ (có thương lượng)
- Liên hệ ngay: A Tuyên để biết thêm thông tin về căn nhà.","27,69 triệu/m²",Nội thất đầy đủ,144 m²,Nam,"Tập thể, cư xá",Mặt tiền,Mặt bằng kinh doanh
P401,,"NHÀ ĐANG CHO THUÊ CẦN TIỀN BÁN GẤP,MT BỜ CHÙA",3 phòng,Lô C,Đã có sổ,Căn góc,Đã bàn giao,72,Đất thổ cư,65 m²,4,4,14 m,- 70 m2,"Đường Bờ Chùa, Xã Phước Lý, Huyện Cần Giuộc, Long An",5 m,2 phòng,865 triệu- 70 m2,Bắc,"Nhà mặt phố, mặt tiền",70 m²,"Nhà hiện đang cho thuê 6tr/ tháng, nhà mới xây kiên cố 1trệt 1 lầu 2phòng ngủ, 2 nhà vệ sinh,, ban công, phòng khách,....Gần chợ Trung thành, KCn cầu tràm, sổ hồng riêng, chỉ việc xác vali vào ở. Có ngân hàng cho vay","12,36 triệu/m²",Nội thất đầy đủ,140 m²,Nam,"Tập thể, cư xá",Mặt tiền,Mặt bằng kinh doanh
P401,,"Nhà trệt 2 lầu Ninh Kiều, Cần Thơ",5 phòng,Lô C,Đã có sổ,Căn góc,Đã bàn giao,72,Đất thổ cư,65 m²,4,4,14 m,- 70 m2,"Đường Ngô Thì Nhậm, Phường An Khánh, Quận Ninh Kiều, Cần Thơ",5 m,3 phòng,"4,1 tỷ- 70 m2",Bắc,"Nhà mặt phố, mặt tiền",70 m²,"🍀🍀NHÀ 1 TRỆT 2 LẦU ĐÚC KIÊN CỐ ĐƯỜNG NGÔ THÌ NHẬM - KDC THỚI NHỰT - P. AN KHÁNH - Q. NINH KIỀU 
• DT : 5 x 14=70m2. DTSD 210m2
• Pháp lý : Sổ hồng thổ cư 
• Hướng : Đông Bắc 
• Lộ giới 6m. Lề 3m
✅Kết cấu : Sân đậu xe, Phòng khách, 5 Phòng ngủ, góc làm việc, Phòng SHC, 3 Toilet , 2 ban công.
✅ Vị trí : Nhà nằm mặt tiền đường, gần đầu đường. Khu vực đông đúc dân cư sinh sống, an ninh, dân trí cao. Gần Công An, UBND Phường An Khánh, Chợ, Siêu thị, Công viên, Trạm y tế, Trường học các cấp, Trường ĐHYD, Bệnh viện ĐHYD ... Thích hợp mở văn phòng công ty, kinh doanh mua bán tại nhà, định cư lâu dài .......
- Giá bán : 4 Tỷ 100 triệu","58,57 triệu/m²",Nội thất đầy đủ,210 m²,Nam,"Tập thể, cư xá",Mặt tiền,Mặt bằng kinh doanh
P401,,Nhà đẹp full nội thất,2 phòng,Lô C,Đã có sổ,Căn góc,Đã bàn giao,72,Đất thổ cư,65 m²,4,4,11 m,- 58 m2,"Đường Trần Cao Vân, Phường Tam Thuận, Quận Thanh Khê, Đà Nẵng",5 m,2 phòng,"2,1 tỷ- 58 m2",Bắc,"Nhà ngõ, hẻm",58 m²,"Bán siêu phẩm nhà đẹp full nội thất đường Trần Cao Vân, vị trí nằm ngay trung tâm Thành Phố
Dtich : 58m2, dtsd 90 m2
Kiệt 3m, cách đường chính 100 m . Hướng đông .
Nhà xây kiêng cố đầy đủ công năng sử dụng gồm : 
🔸 2 phòng ngủ ( có phòng ngủ dưới ), đi kèm theo là 2 wc
🔸 P khách , p thờ , bếp đc bố trí không gian rộng, rất tiện cho việc sinh hoạt trong gia đình
🔸 Nhà có sân để xe rộng, có không gian để bố trí sân vườn theo ý thích
#Giá 2 tỉ 1 ( bớt ít lấy lộc )","36,21 triệu/m²",Nội thất đầy đủ,90 m²,Nam,"Tập thể, cư xá",Mặt tiền,Mặt bằng kinh doanh
P401,,Bán nhà thuận lợi kinh doanh làm văn phòng,2 phòng,Lô C,Đã có sổ,Căn góc,Đã bàn giao,72,Đất thổ cư,120 m²,4,4,11 m,- 120 m2,"274b, Đường Nguyễn Hữu Tiến, Thị trấn Đồng Văn, Huyện Duy Tiên, Hà Nam",5 m,2 phòng,"5,8 tỷ- 120 m2",Bắc,"Nhà ngõ, hẻm",58 m²,"cần bán nhà chính chủ đứng bán. địa điểm gần .trung tâm thương mại. kinh tế sâm uất nhất thị trấn đồng văn .vùng quanh là khu công nghiệp .gần siêu thị 
gần chợ trường học. bệnh viện....
đối diện nhà là một khu dân cư biệt thư cao tầng 
công vien cây xanh .khu vui chơi giải trí .bể bơi sân bóng. cần tiếp người thiện trí . Giá bán 5 tỷ 9 còn thương lượng nhé 
gửi máy anh chị co lái có khách dẫn bán giúp kiếm hoa hồng 
còn xin lỗi mấy anh chị đăng tin nhé. mình không có thời gian nghe điện thoại tiếp máy anh chị đăng tin .quảng cáo đâu nha","48,33 triệu/m²",Nội thất đầy đủ,90 m²,Nam,"Tập thể, cư xá",Mặt tiền,Mặt bằng kinh doanh
P401,,Chính chủ bán lô đất 7x35 có thổ cư sát Quốc Lộ13,2 phòng,Lô C,Đã có sổ,Căn góc,Đã bàn giao,72,Đất thổ cư,120 m²,4,4,34 m,- 253 m2,"Đường Ngã Ba Lăn Xi, Phường Tân Định, Thị xã Bến Cát, Bình Dương",7.2 m,2 phòng,"2,45 tỷ- 253 m2",Bắc,"Nhà ngõ, hẻm",253 m2,"Chính chủ bán lô đất ngang 7x35m mặt tiền đường Nhựa cách Quốc Lộ 13 chưa đến 30m
Kinh doanh buôn bán được ngay
Có 159m2 thổ cư
Giá bán 2ty450tr - Sổ sách đầy đủ
Liên hệ chính chủ","9,68 triệu/m2",Nội thất đầy đủ,90 m²,Bắc,"Tập thể, cư xá",Mặt tiền,Mặt bằng kinh doanh
P401,,🏕🏡8×23 Nguyễn Văn CỪ Kiệt 5m Có Gara🚙🚘,3 phòng,Lô C,Đã có sổ,Căn góc,Đã bàn giao,72,Đất thổ cư,120 m²,4,2,23 m,- 187 m2,"111, Nguyễn Văn Cừ, Phường Hòa Hiệp Bắc, Quận Liên Chiểu, Đà Nẵng",8 m,2 phòng,"3,2 tỷ- 187 m2",Bắc,"Nhà ngõ, hẻm",187 m²,"👉💰💰CHỈ: 3.200TR💰💰
🏡 SỞ HỮU NGAY NHÀ KIỂU BIỆT THỰ 2 TẦNG CHỮ L ĐỘC ĐÁO GẦN CẢNG LIÊN CHIỂU
DT đất :186m2 ( Ngang 8m nở hậu )
Kiệt 2 ô tô tránh nhau 
Nhà có Gara đậu được 3 chiếc Camry 
Gần khu Resort xuân thiều 
Thông nối với Godenhills - Dragon xity - trong bán kính từ 5 đến 700m 
Cạnh phố đi bộ Tokyo 
- Đầy đủ công năng với - 1 p thờ - sân thượng tập gym - trồng rau nuôi cá
- Tầng trệt 1 phòng khách - 3 phòng ngủ - bếp phòng ăn 
-🚙🚘Sân đậu ô tô rộng thênh thang 
- Hướng: Tây ( tây tứ trạch☘
🚦Cách đường chính Nguyễn Văn Cừ 20m
💰💰Giá 3.200tr💰💰
✔Quý anh chị có nhu cầu vui lòng hẹn xem nhà trước 30 phút
---------------------------------","17,11 triệu/m²",Hoàn thiện cơ bản,300 m²,Tây,"Tập thể, cư xá",Nở hậu,Mặt bằng kinh doanh
P401,,"Đất kiệt ô tô trung tâm tp huế, giá đầu tư tốt ạ",3 phòng,Lô C,Đã có sổ,Căn góc,Đã bàn giao,72,Đất thổ cư,120 m²,4,2,16.7 m,- 68.5 m2,"Đường An Dương Vương, Phường An Đông, Thành phố Huế, Thừa Thiên Huế",4.1 m,2 phòng,"1,173 tỷ- 68.5 m2",Bắc,"Nhà ngõ, hẻm",68.5 m2,"Ông Anh Tôi cần bán lô đất kiệt ô tô trung tâm tp Huế, đối diện đường Hồ Đắc Di. Với diện tích 68,5m2 đất ở toàn bộ( sổ đỏ mới 2020).
Với giá đầu tư tốt và rẻ hơn Lại Thế, Ngọc Anh hay Thủy Vân...
Mọi người cần đi xem hay thông tin liên hệ sdt Tôi bên dưới để được hỗ trợ.
Cám ơn.","17,25 triệu/m2",Hoàn thiện cơ bản,300 m²,Đông,"Tập thể, cư xá",Hẻm xe hơi,Mặt bằng kinh doanh
P401,,"Chính chủ bán lô đất 55m2 KĐT 6,9ha Vân Canh.",3 phòng,Lô C,Đã có sổ,Căn góc,Đã bàn giao,72,Đất thổ cư,120 m²,4,2,16.7 m,- 55 m2,"8, Đường 422, Xã Vân Canh, Huyện Hoài Đức, Hà Nội",5 m,2 phòng,"3,4 tỷ- 55 m2",Bắc,"Nhà ngõ, hẻm",55 m2,"Tôi cần bán gấp lô đất tại KĐT 6,9ha Vân Canh, vị trí nằm sát KĐT Vân Canh HUD , đường Trịnh Văn Bô kéo dài và đường 3.5, cách Mỹ Đình 3km.
 Diện tích 55m2, mặt tiền 5,4m, hướng đông nam, đường nhựa có vỉa hè ô tô tránh nhau thoải mái.
Đất có sổ đỏ. 
Gía bán 62 triệu/m2.
 Bao sang tên , có hỗ trợ vay ngân hàng.","61,82 triệu/m2",Hoàn thiện cơ bản,300 m²,Đông Nam,"Tập thể, cư xá",Mặt tiền,Mặt bằng kinh doanh
P401,,Nhà cấp 4 mê lửng Lê văn lưu,2 phòng,Lô C,Đã có sổ,Căn góc,Đã bàn giao,72,Đất thổ cư,120 m²,4,2,16.7 m,- 75 m2,"Đường Lê Văn Hưu, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",5 m,1 phòng,"2,6 tỷ- 75 m2",Bắc,"Nhà mặt phố, mặt tiền",75 m²,"🏩🏩Chính chủ cần bán nhà cấp 4,có cái mê lững
🍒Sau lưng nhà mặt tiền 15m.
🍒Kiệt trước nhà 3m,đường lê văn hưu,cách trường đại học kinh tế 150m.cách bải biển 1,5km.
🍒Diện tích;75mv,một vị trí quá chi là ok
💰Giá:2ty6 có thương lượng ít
☎️☎️Lh: để đc tư vấn","34,67 triệu/m²",Hoàn thiện cơ bản,300 m²,Đông Nam,"Tập thể, cư xá",Mặt tiền,Mặt bằng kinh doanh
P401,,Chủ ngộp cần bán gấp căn nhà quá đẹp mà rẻ,3 phòng,Lô C,Đã có sổ,Căn góc,Đã bàn giao,72,Đất thổ cư,120 m²,4,2,16.7 m,- 153 m2,"KDC Hồng Loan, Phường Thường Thạnh, Quận Cái Răng, Cần Thơ",5 m,2 phòng,"3,5 tỷ- 153 m2",Bắc,Nhà phố liền kề,153 m²,"2.112♨️KẸT VỐN GIÁ NÀO CŨNG BÁN &-( 

Bán nhà 1 trệt 1 lầu đường D3 kdc Hồng Loan, cách bệnh viện Nam Cần Thơ 70m.
DT: 5x16m; DTXD 153m2. Sổ hồng hoàn công. 
Nhà có 3 phòng ngủ, 1 phòng khách, 1 bếp, 2wc. 
Lộ giới 20m, hướng Đông nam. 

Giá 3,5 tỷ. Giảm mạnh cho đầu tư. 
ACE NÀO CÓ NỀN HỒNG LOAN MUỐN ĐỔI NỀN LẤY NHÀ CŨNG OK LUÔN!

Nhà trống khoá số","22,88 triệu/m²",Hoàn thiện cơ bản,300 m²,Đông Nam,"Tập thể, cư xá",Mặt tiền,Mặt bằng kinh doanh
P401,,"Bán nhà đẹp gần Bệnh viện Thủ Đức, vào ở ngay.",2 phòng,Lô C,Đã có sổ,Căn góc,Đã bàn giao,72,Đất thổ cư,120 m²,4,1,11 m,- 45 m2,"Đường 2, Phường Tam Phú, Quận Thủ Đức, Tp Hồ Chí Minh",4 m,2 phòng,"3,35 tỷ- 45 m2",Bắc,"Nhà ngõ, hẻm",45 m²,"Nhà kết cấu 1 trệt 1 lầu, 2PN/2WC, đường xe ba gác, cao ráo không bao giờ ngập, hàng xóm thân thiện hòa đồng, dân cư ổn định, xem là thích ngay
---------------------------------------------------
- Hướng nhà: chính Bắc
- Diện tích : Ngang 4 x Dài 11
- Đường trước nhà 3m ( Xe bagac chạy thoải mái ) & rất sạch sẽ. Khu an ninh tri thức, xóm đạo nên văn minh cực kì.
- Sổ hồng riêng chính chủ, bao quy hoạch tranh chấp.
Công chứng trong ngày, miễn phí sang tên.
- Hỗ trợ vay vốn ngân hàng
Giá bán: 3.35 tỷ thương lượng trực tiếp","74,44 triệu/m²",Nội thất đầy đủ,60 m²,Bắc,"Tập thể, cư xá",Mặt tiền,Mặt bằng kinh doanh
P401,,Bán Nhà Trần Đại Nghĩa 75m2 Tân Kiên Bình Chánh,3 phòng,Lô C,Đã có sổ,Căn góc,Đã bàn giao,72,Đất thổ cư,120 m²,4,1,16.6 m,- 75 m2,"Trần Đại Nghĩa, Xã Tân Kiên, Huyện Bình Chánh, Tp Hồ Chí Minh",4.5 m,2 phòng,"1,05 tỷ- 75 m2",Bắc,"Nhà mặt phố, mặt tiền",75 m²,"CẦN BÁN GẤP NHÀ ĐƯỜNG TRẦN ĐẠI NGHĨA DO THIẾU VỐN KINH DOANH 
- Nhà 1 trệt 1 lầu 3 phòng ngủ , 2 tolet , 1 bếp 1 phòng khách , nội thất cơ bản đầy đủ
- Nằm ngay đường lớn , xe ô tô có thể di chuyển thoải mái
- Nhà nằm ngay khu dân cư đông đúc, xung quanh trong vòng 500m có đầy đủ các tiện ích như điện máy xanh , chợ tạm , trường học , ...
- Nằm ngay khu vực giao thông thuận tiện , cách QL1A 5p đi xe , di chuyển về trung tâm các quận chỉ từ 10 -15p ,..
-Nhà đang cho thuê tháng 6 triệu , sắp hết hợp đồng thuê
- Nhà sổ hồng riêng biệt đầy đủ , thanh toán đủ sang tên công chứng ngay.
- Hỗ trợ thanh toán linh hoạt , trả chậm trong 3 -6 tháng , có hỗ trợ vay ngân hàng ,...
-Mua nhà tặng luôn hai máy lạnh , còn sài tốt
Liên hệ ngay (Trang)để biết thêm thông tin chi tiết và đi xem nhà",14 triệu/m²,Nội thất cao cấp,150 m²,Bắc,"Tập thể, cư xá",Nở hậu,Mặt bằng kinh doanh
P401,,Bán nhà Cầu Giấy 31m2 4 tầng MT3.8m giá chào 2.65t,3 phòng,Lô C,Đã có sổ,Căn góc,Đã bàn giao,72,Đất thổ cư,120 m²,4,4,16.6 m,- 31 m2,"Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",4 m,3 phòng,"2,65 tỷ- 31 m2",Bắc,"Nhà ngõ, hẻm",31 m²,"Siêu rẻ bán nhà Cầu Giấy 31m2 4 tầng MT3.8m giá chào 2.65 tỷ 
Ngôi nhà ở giữa lòng Cầu Giấy nhà đẹp giá hạt dẻ.
Xung quanh là các trường đại học, và bệnh viện rất gần Đường Cầu GIấy, thuận tiện đi lại.
Mô tả:
- Thiết kế với 4 tầng như sau:
+ T1: khách + bếp.
+ T2+3: 2 ngủ khép kín.
+ T4: phòng thờ + sân phơi, có thể cải tạo thêm 1 ngủ.
Thuê và mua căn hộ để đón tết.
Miễn Môi giới , quảng cáo gọi điện.
Cảm ơn mọi người đã quan tâm và đọc tin, chúc mọi người có một ngày vui vẻ.","85,48 triệu/m²",Nội thất cao cấp,31 m²,Bắc,"Tập thể, cư xá",Nở hậu,Mặt bằng kinh doanh
P401,,"Chính chủ nhà 11F ngõ 168 Nguyễn Xiển 4T 2,18 tỷ",3 phòng,Nguyễn Xiển Thanh Xuân,Đã có sổ,Căn góc,Đã bàn giao,72,Đất thổ cư,120 m²,4,4,16.6 m,- 25 m2,"11 F, Đường Nguyễn Xiển, Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",3.5 m,3 phòng,"2,18 tỷ- 25 m2",Bắc,"Nhà ngõ, hẻm",25 m²,"Chính chủ bán nhà Số 11 F Ngõ 168 Nguyễn Xiển 50 m Ô Tô Tránh 4 Tầng Nhỏ xinh 2,18 tỷ 

Nhà Đẹp Xinh - Đầy Đủ Công Năng Sử Dụng, Ngay Gần Ô Tô, gần phố Nguyễn Xiển
- Ngõ 168 Nguyễn Xiển là Ngõ Víp bậc quận Thanh Xuân, Gần ngã tư Nguyễn Xiển – Khuất Duy Tiến – Nguyễn Trãi thuận tiện đi Kim Giang, Linh Đàm, Hà Đông, Xala Nguyễn Xiển, Ngã Tư Sở, Láng, Trường Chinh, Tây Sơn, Thái Hà - Đống Đa, Khuất Duy Tiến, Ngụy Như Kon Tum, Mỹ Đìn, Cầu Giấy, phố Cổ…
- Nhà Mới Đẹp tặng nội thất sịn. Máy Giặt mới chưa sử dụng loại đắt tiền, điều hòa, nóng lạnh… đầy đủ không thiếu thứ gì, khách mua chỉ việc sách valy về ở
- Nhà Thiết kế để ở mua sắm toàn nội thất sịn, nay chuyển hướng không ở khu vực này nên bán đi.
- Giá chỉ 2,18 tỷ có gia lộc cho khách mua trước tết","87,2 triệu/m²",Nội thất cao cấp,30 m²,Bắc,"Tập thể, cư xá",Nở hậu,Mặt bằng kinh doanh
P401,,MỞ BÁN CĂN HỘ CHUNG CƯ MINI KIM ĐỒNG - GIẢI PHÓNG,1 phòng,Nguyễn Xiển Thanh Xuân,Đã có sổ,Căn góc,Chưa bàn giao,72,Đất thổ cư,41 m²,4,4,16.6 m,- 41 m2,"Đường Kim Đồng, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",3.5 m,1 phòng,600 triệu- 41 m2,Bắc,"Nhà ngõ, hẻm",25 m²,"Dự án: CHUNG CƯ MINI KIM ĐỒNG GIẢI PHÓNG .
 Thông tin chi tiết: MỞ BÁN CHUNG CƯ MINI KIM ĐỒNG GIẢI PHÓNG VỊ TRÍ VÔ CÙNG TRUNG TÂM VÀ GIÁ BÁN QUÁ RẺ

GẦN BẾN XE GIÁP BÁT - GẦN TRƯƠNG ĐỊNH
 
1. THIẾT KẾ: Tòa nhà thiết kế 8 tâng, 1 thang máy, 1 thang bộ, nhà để xe thược tầng trêt, thông thoáng, rộng rãi, hệ thống giếng trời, bể ngầm, bể chứa riêng biệt

Tòa nhà có Hệ thống phòng cháy chữa cháy đạt tiêu chuẩn quốc gia
 
2. DIỆN TÍCH - GIÁ BÁN

DIỆN TÍCH : 30M - 34M - 45M - 48M - 50M - 55M - 61M2 ( THIẾT KẾ 1-2-3 NGỦ TÙY KHÁCH CHỌN LỰA)

GIÁ TỪ 550TR - 630TR - 760TR - 830 - 910TR- 1 TỶ - 1,2 TỶ/ CĂN ( GIÁ ĐÃ BAO GỒM VAT LÀM SỔ)
 
GIẤY TỜ PHÁP LÝ SỔ HỒNG RIÊNG TỪNG CĂN, HỢP ĐỒNG MUA BÁN CÔNG CHỨNG

Nội thất: Đèn Led, sàn gạch men cao cấp, tủ bếp thiết bị vệ sinh đầy đủ, bếp hút mùi,nóng lạnh,...

LIÊN HỆ TRỰC TIẾP CHỦ ĐẦU TƯ ĐỂ MUA NHÀ GIÁ RẺ","14,63 triệu/m²",Nội thất đầy đủ,30 m²,Bắc,Chung cư,Nở hậu,Mặt bằng kinh doanh
